over,score,batsmen,bowler,comment,score_converted
11.3,1,Liam Livingstone,Harshal Patel ,"Full toss ball, on off stump, Liam Livingstone plays a forward defensive shot for a single",1.0
11.1,2,Shikhar Dhawan,Harshal Patel ,"Good length ball, pitching outside off stump, Shikhar Dhawan steps down and plays an aggressive lofted on drive for 2 runs",2.0
10.4,0,Bhanuka Rajapaksa,Akash Deep ,"Short of good length ball, pitching on leg stump, Bhanuka Rajapaksa plays an aggressive pull shot on the back foot and is beaten",0.0
10.2,1,Shikhar Dhawan,Akash Deep ,"Short length ball, pitching on leg stump, Shikhar Dhawan plays an aggressive pull shot on the back foot for a single",1.0
9.6,0,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa uncomfortably plays a forward defensive shot, no run",0.0
9.5,1,Shikhar Dhawan,Wanindu Hasaranga ,"Short of good length ball, pitching outside leg stump, Shikhar Dhawan plays an aggressive pull shot on the back foot for a single",1.0
9.4,1,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching on off stump, Bhanuka Rajapaksa plays an aggressive on drive on the front foot for a single",1.0
9.1,1,Shikhar Dhawan,Wanindu Hasaranga ,"Good length ball, pitching outside off stump, Shikhar Dhawan steps down and plays an aggressive off drive for a single",1.0
8.6,0,Bhanuka Rajapaksa,Harshal Patel ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa glides it, no run",0.0
8.5,1,Shikhar Dhawan,Harshal Patel ,"Yorker ball, pitching on leg stump, Shikhar Dhawan plays an aggressive front foot flick for a single",1.0
8.4,1,Bhanuka Rajapaksa,Harshal Patel ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa plays a defensive forward push for a single",1.0
8.2,1,Shikhar Dhawan,Harshal Patel ,"Full length ball, pitching outside leg stump, Shikhar Dhawan plays an aggressive front foot flick for a single",1.0
8.1,0,Shikhar Dhawan,Harshal Patel ,"Good length ball, pitching on off stump, Shikhar Dhawan steps down and plays a defensive shot, no run",0.0
7.6,2,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa plays a defensive back foot push for 2 runs",2.0
7.5,0,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching on off stump, Bhanuka Rajapaksa plays a forward defensive shot, no run",0.0
7.4,0,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching outside off stump, Bhanuka Rajapaksa glides it and is beaten",0.0
7.3,1,Shikhar Dhawan,Wanindu Hasaranga ,"Good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive forward push for a single",1.0
7.2,1,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching on leg stump, Bhanuka Rajapaksa plays a defensive back foot push for a single",1.0
6.6,1,Mayank Agarwal,Akash Deep ,"Short of good length ball, pitching outside off stump, Mayank Agarwal uncomfortably plays an aggressive pull shot on the back foot for a single",1.0
6.1,0,Shikhar Dhawan,Akash Deep ,"Short of good length ball, pitching on off stump, Shikhar Dhawan plays an aggressive cut shot, straight to the fielder",0.0
5.5,0,Mayank Agarwal,Shahbaz Ahmed ,"Good length ball, pitching on off stump, Mayank Agarwal plays an aggressive cover drive on the front foot, straight to the fielder",0.0
5.4,1,Shikhar Dhawan,Shahbaz Ahmed ,"Good length ball, pitching on off stump, Shikhar Dhawan paddle sweeps it for a single",1.0
5.1,1,Mayank Agarwal,Shahbaz Ahmed ,"Good length ball, pitching on leg stump, Mayank Agarwal plays an aggressive on drive on the front foot for a single",1.0
3.4,0,Mayank Agarwal,Mohammed Siraj ,"Short of good length ball, pitching outside off stump, Mayank Agarwal plays a forward defensive shot, no run",0.0
3.1,1,Shikhar Dhawan,Mohammed Siraj ,"Short of good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive shot on back foot for a single",1.0
2.6,1,Shikhar Dhawan,David Willey ,"Short of good length ball, pitching on off stump, Shikhar Dhawan uncomfortably steps down and plays an aggressive on drive for a single",1.0
2.5,1,Mayank Agarwal,David Willey ,"Short of good length ball, pitching outside leg stump, Mayank Agarwal uncomfortably plays an aggressive pull shot on the back foot for a single",1.0
2.4,1,Shikhar Dhawan,David Willey ,"Short length ball, pitching outside off stump, Shikhar Dhawan steps down and plays an aggressive pull shot for a single",1.0
2.2,1,Mayank Agarwal,David Willey ,"Short of good length ball, pitching outside off stump, Mayank Agarwal plays an aggressive lofted cover drive on the front foot for a single",1.0
2.1,0,Mayank Agarwal,David Willey ,"Good length ball, pitching on leg stump, Mayank Agarwal plays an aggressive on drive on the front foot, straight to the fielder",0.0
1.6,1,Mayank Agarwal,Mohammed Siraj ,"Good length ball, pitching outside off stump, Mayank Agarwal plays a forward defensive shot for a single",1.0
1.4,0,Mayank Agarwal,Mohammed Siraj ,"Short length ball, pitching outside off stump, Mayank Agarwal plays a defensive shot on back foot, no run",0.0
1.3,0,Mayank Agarwal,Mohammed Siraj ,"Good length ball, pitching outside off stump, Mayank Agarwal plays a defensive forward push and is beaten",0.0
1.2,0,Mayank Agarwal,Mohammed Siraj ,"Good length ball, pitching outside leg stump, Mayank Agarwal plays an aggressive front foot flick and is beaten",0.0
1.1,0,Mayank Agarwal,Mohammed Siraj ,"Short of good length ball, pitching outside off stump, Mayank Agarwal plays a defensive back foot push, no run",0.0
0.5,1,Mayank Agarwal,David Willey ,"Short of good length ball, pitching on leg stump, Mayank Agarwal plays a defensive shot on back foot for a single",1.0
18.1,1,Lalit Yadav,Jasprit Bumrah ,"Full length ball, pitching on off stump, Lalit Yadav plays a forward defensive shot for a single",1.0
17.5,1,Lalit Yadav,Daniel Sams ,"Good length ball, pitching on leg stump, Lalit Yadav plays an aggressive on drive on the front foot for a single",1.0
17.2,1,Axar Patel,Daniel Sams ,"Full length ball, pitching outside off stump, Axar Patel plays an aggressive on drive on the front foot for a single",1.0
16.6,1,Lalit Yadav,Basil Thampi ,"Yorker ball, pitching outside leg stump, Lalit Yadav leg glances it, 1 wide(s) gets added to the extras",1.0
16.5,1,Axar Patel,Basil Thampi ,"Full toss ball, on middle stump, Axar Patel plays an aggressive front foot flick for a single",1.0
16.2,0,Lalit Yadav,Basil Thampi ,"Full length ball, pitching on off stump, Lalit Yadav uncomfortably plays an aggressive front foot flick, no run",0.0
16.1,1,Axar Patel,Basil Thampi ,"Full toss ball, outside off stump, Axar Patel plays an aggressive lofted on drive on the front foot for a single",1.0
15.6,1,Axar Patel,Jasprit Bumrah ,"Full length ball, pitching outside leg stump, Axar Patel plays an aggressive front foot flick for a single",1.0
15.4,1,Lalit Yadav,Jasprit Bumrah ,"Full length ball, pitching outside off stump, Lalit Yadav plays an aggressive off drive on the front foot for a single",1.0
14.5,1,Axar Patel,Tymal Mills ,"Good length ball, pitching on off stump, Axar Patel plays an aggressive on drive on the front foot for a single",1.0
14.3,1,Axar Patel,Tymal Mills ,"Short of good length ball, pitching outside off stump, Axar Patel plays an aggressive pull shot on the front foot for a single",1.0
14.2,0,Axar Patel,Tymal Mills ,"Short of good length ball, pitching outside off stump, Axar Patel glides it and is beaten",0.0
13.5,2,Lalit Yadav,Basil Thampi ,"Good length ball, pitching outside off stump, Lalit Yadav plays a defensive forward push for 2 runs",2.0
13.4,1,Axar Patel,Basil Thampi ,"Good length ball, pitching outside off stump, Axar Patel plays a defensive forward push for a single",1.0
13.3,0,Axar Patel,Basil Thampi ,"Full length ball, pitching outside off stump, Axar Patel plays a defensive forward push, no run",0.0
13.1,1,Lalit Yadav,Basil Thampi ,"Good length ball, pitching outside off stump, Lalit Yadav plays an aggressive on drive on the front foot for a single",1.0
12.5,2,Shardul Thakur,Daniel Sams ,"Full length ball, pitching on off stump, Shardul Thakur plays an aggressive lofted on drive on the front foot for 2 runs",2.0
12.4,1,Lalit Yadav,Daniel Sams ,"Short of good length ball, pitching outside off stump, Lalit Yadav plays a forward defensive shot for a single",1.0
12.2,1,Shardul Thakur,Daniel Sams ,"Good length ball, pitching outside off stump, Shardul Thakur plays a defensive forward push for a single",1.0
11.5,0,Lalit Yadav,Murugan Ashwin ,"Good length ball, pitching outside off stump, Lalit Yadav plays a forward defensive shot, no run",0.0
11.4,0,Lalit Yadav,Murugan Ashwin ,"Short of good length ball, pitching outside off stump, Lalit Yadav plays an aggressive cover drive on the back foot, straight to the fielder",0.0
11.1,1,Lalit Yadav,Murugan Ashwin ,"Full toss ball, outside leg stump, Lalit Yadav plays a sweep shot for a single",1.0
10.4,1,Shardul Thakur,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Shardul Thakur uncomfortably plays an aggressive front foot flick for a single",1.0
10.2,0,Shardul Thakur,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Shardul Thakur plays a defensive shot on back foot, no run",0.0
9.5,1,Shardul Thakur,Basil Thampi ,"Short length ball, pitching outside off stump, Shardul Thakur plays an aggressive pull shot on the front foot for a single",1.0
9.3,0,Rovman Powell,Basil Thampi ,"Short length ball, pitching outside off stump, Rovman Powell offers no shot",0.0
9.1,1,Lalit Yadav,Basil Thampi ,"Short of good length ball, pitching on leg stump, Lalit Yadav plays an aggressive pull shot on the front foot for a single",1.0
9.1,1,Lalit Yadav,Basil Thampi ,"Good length ball, pitching outside leg stump, Lalit Yadav plays an aggressive front foot flick, 1 wide(s) gets added to the extras",1.0
8.5,1,Lalit Yadav,Tymal Mills ,"Short of good length ball, pitching outside leg stump, Lalit Yadav plays a defensive forward push for a single",1.0
8.5,1,Lalit Yadav,Tymal Mills ,"Short of good length ball, pitching outside leg stump, Lalit Yadav leg glances it, 1 wide(s) gets added to the extras",1.0
8.4,1,Prithvi Shaw,Tymal Mills ,"Full length ball, pitching on off stump, Prithvi Shaw plays an aggressive front foot flick for a single",1.0
8.3,0,Prithvi Shaw,Tymal Mills ,"Full length ball, pitching outside off stump, Prithvi Shaw plays an aggressive off drive on the front foot and is beaten",0.0
8.1,0,Lalit Yadav,Tymal Mills ,"Good length ball, pitching on middle stump, Lalit Yadav plays an aggressive off drive on the front foot, straight to the fielder",0.0
7.4,0,Lalit Yadav,Murugan Ashwin ,"Short of good length ball, pitching on leg stump, Lalit Yadav plays an aggressive off drive on the back foot, straight to the fielder",0.0
7.3,0,Lalit Yadav,Murugan Ashwin ,"Short of good length ball, pitching outside off stump, Lalit Yadav plays an aggressive cut shot, straight to the fielder",0.0
7.2,1,Prithvi Shaw,Murugan Ashwin ,"Good length ball, pitching on off stump, Prithvi Shaw aggressively plays a square drive on the front foot for a single",1.0
7.1,0,Prithvi Shaw,Murugan Ashwin ,"Good length ball, pitching on leg stump, Prithvi Shaw plays a forward defensive shot, no run",0.0
6.5,1,Prithvi Shaw,Daniel Sams ,"Short of good length ball, pitching outside off stump, Prithvi Shaw plays an aggressive cut shot for a single",1.0
6.4,2,Prithvi Shaw,Daniel Sams ,"Good length ball, pitching outside off stump, Prithvi Shaw plays a defensive forward push for 2 runs",2.0
6.1,1,Lalit Yadav,Daniel Sams ,"Full toss ball, on off stump, Lalit Yadav plays an aggressive pull shot on the front foot for a single",1.0
5.5,1,Lalit Yadav,Murugan Ashwin ,"Full length ball, pitching outside off stump, Lalit Yadav plays an aggressive on drive on the front foot for a single",1.0
5.2,1,Prithvi Shaw,Murugan Ashwin ,"Full length ball, pitching outside off stump, Prithvi Shaw plays an aggressive on drive on the front foot for a single",1.0
5.1,0,Prithvi Shaw,Murugan Ashwin ,"Full length ball, pitching on middle stump, Prithvi Shaw plays an aggressive on drive on the front foot, straight to the fielder",0.0
4.6,0,Lalit Yadav,Tymal Mills ,"Good length ball, pitching outside off stump, Lalit Yadav glides it, no run",0.0
4.5,1,Prithvi Shaw,Tymal Mills ,"Short of good length ball, pitching on off stump, Prithvi Shaw plays an aggressive cut shot for a single",1.0
4.4,0,Prithvi Shaw,Tymal Mills ,"Good length ball, pitching on off stump, Prithvi Shaw plays an aggressive off drive on the front foot, straight to the fielder",0.0
4.2,1,Lalit Yadav,Tymal Mills ,"Short of good length ball, pitching on off stump, Lalit Yadav plays an upper cut for a single",1.0
4.1,1,Rishabh Pant,Tymal Mills ,"Good length ball, pitching on leg stump, Rishabh Pant leg glances it, 1 wide(s) gets added to the extras",1.0
3.6,1,Rishabh Pant,Murugan Ashwin ,"Full length ball, pitching on leg stump, Rishabh Pant plays an aggressive on drive on the front foot for a single",1.0
3.4,0,Mandeep Singh,Murugan Ashwin ,"Short of good length ball, pitching on off stump, Mandeep Singh plays a defensive back foot push, no run",0.0
3.1,0,Tim Seifert,Murugan Ashwin ,"Good length ball, pitching on off stump, Tim Seifert plays a forward defensive shot, no run",0.0
2.1,0,Tim Seifert,Basil Thampi ,"Good length ball, pitching on off stump, Tim Seifert plays a defensive forward push, no run",0.0
1.6,1,Tim Seifert,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Tim Seifert leg glances it for a single",1.0
1.4,0,Tim Seifert,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Tim Seifert plays a forward defensive shot, no run",0.0
1.2,0,Tim Seifert,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Tim Seifert plays a defensive forward push, no run",0.0
0.6,1,Tim Seifert,Daniel Sams ,"Short of good length ball, pitching outside leg stump, Tim Seifert leg glances it for a single",1.0
0.6,1,Tim Seifert,Daniel Sams ,"Full length ball, pitching outside leg stump, Tim Seifert leg glances it, 1 wide(s) gets added to the extras",1.0
0.4,1,Tim Seifert,Daniel Sams ,"Yorker ball, pitching outside leg stump, Tim Seifert offers no shot, 1 wide(s) gets added to the extras",1.0
0.2,0,Prithvi Shaw,Daniel Sams ,"Short of good length ball, pitching outside leg stump, Prithvi Shaw plays a defensive shot on back foot, no run",0.0
18.1,1,Sheldon Jackson,Adam Milne ,"Full length ball, pitching on off stump, Sheldon Jackson plays a defensive forward push for a single",1.0
17.6,1,Sheldon Jackson,Dwayne Bravo ,"Good length ball, pitching outside off stump, Sheldon Jackson plays an aggressive lofted on drive on the front foot for a single",1.0
