,over,score,batsmen,bowler,comment,score_converted
11180,2.6,1,Kane Williamson,Jason Holder ,"Full toss ball, on leg stump, Kane Williamson plays an aggressive on drive on the front foot for a single",1
11181,2.5,0,Kane Williamson,Jason Holder ,"Good length ball, pitching outside off stump, Kane Williamson steps down and plays an aggressive cover drive and is beaten",0
11182,2.3,1,Abhishek Sharma,Jason Holder ,"Full length ball, pitching outside off stump, Abhishek Sharma offers no shot, 1 wide(s) gets added to the extras",1
11185,1.4,1,Kane Williamson,Krunal Pandya ,"Short of good length ball, pitching outside off stump, Kane Williamson plays an aggressive off drive on the back foot for a single",1
11190,0.3,0,Kane Williamson,Jason Holder ,"Good length ball, pitching outside off stump, Kane Williamson uncomfortably plays a forward defensive shot, no run",0
11192,17.5,1,Mukesh Choudhary,Rahul Chahar ,"Short of good length ball, pitching on leg stump, Mukesh Choudhary uncomfortably plays a defensive back foot push for a single",1
11193,17.4,1,Chris Jordan,Rahul Chahar ,"Good length ball, pitching outside leg stump, Chris Jordan plays a slog sweep for a single",1
11194,17.3,2,Chris Jordan,Rahul Chahar ,"Short of good length ball, pitching on middle stump, Chris Jordan plays an aggressive front foot flick for 2 runs",2
11195,17.2,1,Mukesh Choudhary,Rahul Chahar ,"Full length ball, pitching outside off stump, Mukesh Choudhary plays an aggressive on drive on the front foot for a single",1
11196,16.6,2,Chris Jordan,Liam Livingstone ,"Short of good length ball, pitching outside off stump, Chris Jordan uncomfortably plays an aggressive cut shot for 2 runs",2
11197,16.5,1,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni plays an aggressive pull shot on the back foot for a single",1
11198,16.5,1,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni offers no shot, 1 wide(s) gets added to the extras",1
11199,16.4,0,MS Dhoni,Liam Livingstone ,"Good length ball, pitching on leg stump, MS Dhoni plays a forward defensive shot, no run",0
11200,16.2,0,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni uncomfortably plays an aggressive cut shot, no run",0
11201,15.6,0,Chris Jordan,Rahul Chahar ,"Short of good length ball, pitching on leg stump, Chris Jordan uncomfortably plays a defensive back foot push, no run, Appeal from the fielding side",0
11202,15.4,2,Dwaine Pretorius,Rahul Chahar ,"Good length ball, pitching outside leg stump, Dwaine Pretorius plays an aggressive on drive off the back foot for 2 runs",2
11203,15.3,0,Dwaine Pretorius,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Dwaine Pretorius plays an aggressive cover drive on the back foot, straight to the fielder",0
11204,15.1,1,MS Dhoni,Rahul Chahar ,MS Dhoni plays an aggressive cover drive on the back foot for a single,1
11205,14.4,2,Shivam Dube,Liam Livingstone ,"Short of good length ball, pitching on leg stump, Shivam Dube leg glances it for 2 runs",2
11206,14.3,1,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni plays an aggressive cover drive on the back foot for a single",1
11207,14.2,1,Shivam Dube,Liam Livingstone ,"Short of good length ball, pitching outside off stump, Shivam Dube plays an aggressive on drive off the back foot for a single",1
11208,13.6,0,MS Dhoni,Kagiso Rabada ,"Full length ball, pitching on off stump, MS Dhoni uncomfortably plays a defensive forward push, no run",0
11209,12.6,1,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching on off stump, MS Dhoni plays an aggressive on drive off the back foot for a single",1
11210,12.5,0,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni plays an aggressive cover drive on the back foot, straight to the fielder",0
11212,12.3,1,Shivam Dube,Liam Livingstone ,"Short of good length ball, pitching on leg stump, Shivam Dube plays an aggressive front foot flick for a single",1
11213,12.2,1,MS Dhoni,Liam Livingstone ,"Short of good length ball, pitching outside off stump, MS Dhoni steps down and plays an aggressive on drive for a single",1
11214,12.1,0,MS Dhoni,Liam Livingstone ,"Full length ball, pitching on middle stump, MS Dhoni uncomfortably plays a defensive forward push, no run",0
11215,11.5,1,MS Dhoni,Arshdeep Singh ,"Short of good length ball, pitching on off stump, MS Dhoni plays an aggressive pull shot on the back foot for a single",1
11216,11.4,1,Shivam Dube,Arshdeep Singh ,"Short of good length ball, pitching on off stump, Shivam Dube plays an aggressive front foot flick for a single",1
11217,11.3,1,MS Dhoni,Arshdeep Singh ,"Short length ball, pitching outside leg stump, MS Dhoni plays an aggressive pull shot on the back foot for a single",1
11218,11.2,0,MS Dhoni,Arshdeep Singh ,"Short of good length ball, pitching outside leg stump, MS Dhoni plays a defensive back foot push, no run",0
11220,10.6,0,MS Dhoni,Rahul Chahar ,"Short of good length ball, pitching on off stump, MS Dhoni plays a defensive shot on back foot, no run",0
11221,10.5,1,Shivam Dube,Rahul Chahar ,"Short of good length ball, pitching on middle stump, Shivam Dube uncomfortably plays a defensive shot on back foot for a single",1
11222,10.3,1,MS Dhoni,Rahul Chahar ,"Short of good length ball, pitching on middle stump, MS Dhoni plays an aggressive on drive off the back foot for a single",1
11223,10.2,1,Shivam Dube,Rahul Chahar ,"Short of good length ball, pitching outside leg stump, Shivam Dube plays an aggressive on drive off the back foot for a single",1
11224,10.1,1,MS Dhoni,Rahul Chahar ,"Short of good length ball, pitching outside off stump, MS Dhoni plays a defensive back foot push for a single",1
11225,9.5,0,Shivam Dube,Odean Smith ,"Yorker ball, pitching outside off stump, Shivam Dube glides it and is beaten",0
11226,9.3,1,MS Dhoni,Odean Smith ,"Short length ball, pitching outside off stump, MS Dhoni plays an aggressive pull shot on the back foot for a single",1
11227,9.2,0,MS Dhoni,Odean Smith ,"Short length ball, pitching outside off stump, MS Dhoni offers no shot",0
11229,8.5,0,MS Dhoni,Rahul Chahar ,"Good length ball, pitching outside off stump, MS Dhoni plays a forward defensive shot, no run",0
11231,8.3,1,MS Dhoni,Rahul Chahar ,"Short of good length ball, pitching on off stump, MS Dhoni plays a defensive back foot push for a single",1
11232,8.2,0,MS Dhoni,Rahul Chahar ,"Short of good length ball, pitching on off stump, MS Dhoni plays a defensive back foot push, no run",0
11234,7.6,1,Shivam Dube,Odean Smith ,"Short of good length ball, pitching outside leg stump, Shivam Dube plays an aggressive cover drive on the back foot for a single",1
11235,7.5,0,Shivam Dube,Odean Smith ,"Short of good length ball, pitching on leg stump, Shivam Dube plays a defensive forward push, no run",0
11236,7.4,1,MS Dhoni,Odean Smith ,"Short of good length ball, pitching outside off stump, MS Dhoni plays a defensive shot on back foot for a single",1
11237,7.2,0,Ambati Rayudu,Odean Smith ,"Short length ball, pitching outside off stump, Ambati Rayudu plays an upper cut and is beaten",0
11238,7.1,0,Ambati Rayudu,Odean Smith ,"Full length ball, pitching on off stump, Ambati Rayudu plays a defensive forward push, no run",0
11239,6.6,0,Shivam Dube,Vaibhav Arora ,"Good length ball, pitching outside off stump, Shivam Dube plays a defensive forward push and is beaten",0
11240,6.4,1,Ambati Rayudu,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Ambati Rayudu glides it for a single",1
11243,5.6,0,Shivam Dube,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Shivam Dube plays a defensive shot on back foot, no run",0
11245,5.2,1,Ambati Rayudu,Arshdeep Singh ,"Short of good length ball, pitching on leg stump, Ambati Rayudu glides it for a single",1
11246,5.1,0,Ambati Rayudu,Arshdeep Singh ,"Short of good length ball, pitching on leg stump, Ambati Rayudu plays a defensive shot on back foot, no run",0
11247,4.6,0,Ravindra Jadeja,Vaibhav Arora ,"Good length ball, pitching outside off stump, Ravindra Jadeja plays a defensive forward push, no run",0
11248,4.5,0,Ravindra Jadeja,Vaibhav Arora ,"Good length ball, pitching outside off stump, Ravindra Jadeja plays a forward defensive shot, no run",0
11249,4.3,0,Moeen Ali,Vaibhav Arora ,"Good length ball, pitching outside off stump, Moeen Ali offers no shot",0
11252,3.4,0,Ambati Rayudu,Kagiso Rabada ,"Short of good length ball, pitching outside off stump, Ambati Rayudu plays an aggressive cut shot, straight to the fielder",0
11253,3.3,0,Ambati Rayudu,Kagiso Rabada ,"Good length ball, pitching outside off stump, Ambati Rayudu plays an aggressive off drive on the front foot, straight to the fielder",0
11256,2.6,1,Ambati Rayudu,Vaibhav Arora ,"Good length ball, pitching outside leg stump, Ambati Rayudu leg glances it, 1 wide(s) gets added to the extras",1
11257,2.5,0,Ambati Rayudu,Vaibhav Arora ,"Good length ball, pitching outside off stump, Ambati Rayudu plays a defensive forward push and is beaten",0
11260,1.5,0,Ruturaj Gaikwad,Kagiso Rabada ,"Good length ball, pitching outside off stump, Ruturaj Gaikwad uncomfortably plays an aggressive cover drive on the front foot, no run",0
11262,1.2,0,Robin Uthappa,Kagiso Rabada ,"Good length ball, pitching on off stump, Robin Uthappa uncomfortably plays an aggressive front foot flick, no run",0
11263,1.1,0,Robin Uthappa,Kagiso Rabada ,"Short length ball, pitching outside off stump, Robin Uthappa glides it and is beaten",0
11264,0.6,0,Ruturaj Gaikwad,Vaibhav Arora ,"Good length ball, pitching outside off stump, Ruturaj Gaikwad uncomfortably plays a forward defensive shot, no run",0
11265,0.5,1,Robin Uthappa,Vaibhav Arora ,"Good length ball, pitching outside off stump, Robin Uthappa plays a defensive forward push for a single",1
11267,0.3,1,Robin Uthappa,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Robin Uthappa cuts it late for a single",1
11268,0.2,2,Robin Uthappa,Vaibhav Arora ,"Good length ball, pitching outside off stump, Robin Uthappa plays an aggressive on drive on the front foot for 2 runs",2
11269,19.5,0,Kuldeep Yadav,Rahul Tewatia ,"Good length ball, pitching outside off stump, Kuldeep Yadav plays an aggressive cover drive on the front foot, straight to the fielder",0
11270,19.3,1,Mustafizur Rahman,Rahul Tewatia ,"Short of good length ball, pitching on off stump, Mustafizur Rahman plays an aggressive cover drive on the back foot for a single",1
11271,19.2,1,Kuldeep Yadav,Rahul Tewatia ,"Good length ball, pitching on leg stump, Kuldeep Yadav plays a sweep shot for a single",1
11272,19.1,0,Kuldeep Yadav,Rahul Tewatia ,"Good length ball, pitching outside off stump, Kuldeep Yadav offers no shot",0
11273,18.6,1,Kuldeep Yadav,Hardik Pandya ,"Short length ball, pitching on leg stump, Kuldeep Yadav uncomfortably plays an aggressive pull shot on the back foot for a single",1
11274,18.5,0,Kuldeep Yadav,Hardik Pandya ,"Short of good length ball, pitching outside leg stump, Kuldeep Yadav glides it, no run",0
11275,18.4,0,Kuldeep Yadav,Hardik Pandya ,"Short length ball, pitching outside leg stump, Kuldeep Yadav offers no shot",0
11276,18.3,1,Mustafizur Rahman,Hardik Pandya ,"Good length ball, pitching on leg stump, Mustafizur Rahman plays an aggressive on drive on the front foot for a single",1
11277,18.2,0,Mustafizur Rahman,Hardik Pandya ,"Short of good length ball, pitching outside leg stump, Mustafizur Rahman plays a defensive back foot push, no run",0
11278,18.1,1,Kuldeep Yadav,Hardik Pandya ,"Short length ball, pitching on leg stump, Kuldeep Yadav plays an aggressive pull shot on the back foot for a single",1
11279,17.5,1,Kuldeep Yadav,Mohammad Shami ,"Good length ball, pitching outside off stump, Kuldeep Yadav plays an aggressive off drive on the front foot for a single",1
11280,17.1,1,Kuldeep Yadav,Mohammad Shami ,"Good length ball, pitching outside off stump, Kuldeep Yadav uncomfortably plays a forward defensive shot for a single",1
11281,16.5,1,Kuldeep Yadav,Lockie Ferguson ,"Short length ball, pitching outside off stump, Kuldeep Yadav plays an aggressive pull shot on the back foot for a single",1
11282,16.4,0,Kuldeep Yadav,Lockie Ferguson ,"Good length ball, pitching outside off stump, Kuldeep Yadav plays a forward defensive shot and is beaten",0
11283,16.3,1,Rovman Powell,Lockie Ferguson ,"Short of good length ball, pitching outside off stump, Rovman Powell plays a defensive shot on back foot for a single",1
11284,16.2,1,Kuldeep Yadav,Lockie Ferguson ,"Short of good length ball, pitching outside off stump, Kuldeep Yadav uncomfortably plays a defensive shot on back foot for a single",1
11286,15.5,2,Shardul Thakur,Rashid Khan ,"Short of good length ball, pitching on middle stump, Shardul Thakur plays an aggressive pull shot on the back foot for 2 runs",2
11287,15.4,0,Shardul Thakur,Rashid Khan ,"Good length ball, pitching on leg stump, Shardul Thakur leg glances it, no run",0
11288,15.3,0,Shardul Thakur,Rashid Khan ,"Short of good length ball, pitching outside off stump, Shardul Thakur cuts it late, no run",0
11289,15.2,1,Rovman Powell,Rashid Khan ,"Short of good length ball, pitching on off stump, Rovman Powell plays a defensive back foot push for a single",1
11290,15.1,0,Rovman Powell,Rashid Khan ,"Short of good length ball, pitching outside off stump, Rovman Powell uncomfortably plays a defensive back foot push, no run",0
11292,14.2,0,Axar Patel,Lockie Ferguson ,"Full length ball, pitching on off stump, Axar Patel plays a forward defensive shot, no run",0
11293,13.6,1,Rishabh Pant,Rahul Tewatia ,"Good length ball, pitching on off stump, Rishabh Pant plays an aggressive on drive on the front foot for a single",1
11294,13.5,1,Rovman Powell,Rahul Tewatia ,"Short of good length ball, pitching outside off stump, Rovman Powell plays a defensive back foot push for a single",1
11295,13.4,0,Rovman Powell,Rahul Tewatia ,"Good length ball, pitching outside off stump, Rovman Powell plays an aggressive lofted on drive on the front foot and is beaten",0
11296,12.6,1,Rishabh Pant,Rashid Khan ,"Short of good length ball, pitching outside off stump, Rishabh Pant plays an aggressive cut shot for a single",1
11297,12.5,1,Rovman Powell,Rashid Khan ,"Good length ball, pitching on off stump, Rovman Powell plays a defensive forward push for a single",1
11299,12.3,1,Rovman Powell,Rashid Khan ,"Short of good length ball, pitching outside off stump, Rovman Powell uncomfortably plays a defensive back foot push for a single",1
11301,12.1,0,Rishabh Pant,Rashid Khan ,"Short of good length ball, pitching on off stump, Rishabh Pant uncomfortably plays an aggressive pull shot on the back foot, no run",0
11302,11.5,1,Rishabh Pant,Vijay Shankar ,"Good length ball, pitching on leg stump, Rishabh Pant plays a forward defensive shot for a single",1
11303,11.3,0,Rishabh Pant,Vijay Shankar ,"Good length ball, pitching outside off stump, Rishabh Pant steps down and plays an aggressive lofted off drive and is beaten",0
11304,11.2,1,Rishabh Pant,Vijay Shankar ,"Short length ball, pitching outside leg stump, Rishabh Pant plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras",1
11306,10.5,1,Rishabh Pant,Hardik Pandya ,"Short of good length ball, pitching on leg stump, Rishabh Pant leg glances it for a single",1
